#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-23T09:57:58 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614c4eaa3bccb1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/members}&key:source=J/A+A/618/A93/members&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/members
#-order=I
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Source
#-out=GLON
#-out=GLAT
#-out=plx
#-out=pmRA
#-out=pmDE
#-out=o_Gmag
#-out=Gmag
#-out=BP-RP
#-out=PMemb
#-out=Cluster
#Cluster=NGC_2509
#-out=SimbadName
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_618_A93_members:
#Name: J/A+A/618/A93/members
#Title: Membership probabilities of all individual stars
#Column	RA_ICRS	(F15.11)	[] Gaia DR2 right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Gaia DR2 declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Gaia DR2 source_id (source_id)	[ucd=meta.id;meta.main]
#Column	GLON	(F14.10)	[] Gaia DR2 Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F14.10)	Gaia DR2 Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	plx	(F10.4)	Gaia DR2 parallax (parallax)	[ucd=pos.parallax.trig]
#Column	pmRA	(F9.3)	Gaia DR2 proper motion along RA (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Gaia DR2 proper motion along DE (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	o_Gmag	(I3)	Gaia DR2 number of G observations (phot_g_n_obs)	[ucd=meta.number]
#Column	Gmag	(F9.6)	Gaia DR2 mean G magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F9.6)	? Gaia DR2 BP minus RP colour null if missing in DR2 (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	PMemb	(F4.1)	Membership probability (proba)	[ucd=stat.fit.goodness]
#Column	Cluster	(a17)	Corresponding cluster (cluster)	[ucd=meta.id.parent]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS	DE_ICRS	Source	GLON	GLAT	plx	pmRA	pmDE	o_Gmag	Gmag	BP-RP	PMemb	Cluster	SimbadName	_RA.icrs	_DE.icrs
120.32306806818	-19.16350186341	5714202031671821440	237.9968679838	  5.8889819128	    0.3838	   -2.707	    0.652	334	16.020200	 0.781144	 0.7	NGC_2509         	                            	120.32308040707	-19.16350467063
120.11605571609	-19.15090450379	5714209419015700608	237.8837385415	  5.7285740351	    0.2462	   -2.678	    0.705	294	16.629316	 0.836201	 0.4	NGC_2509         	                            	120.11606792186	-19.15090753921
120.02651464623	-19.09465725075	5714213645263253760	237.7912602194	  5.6855245586	    0.4174	   -2.699	    0.830	331	16.153376	 0.806068	 1.0	NGC_2509         	Gaia DR2 5714213645263253760	120.02652694353	-19.09466082436
120.24774897201	-19.06332181568	5714216394042465408	237.8736326286	  5.8804110050	    0.3564	   -2.631	    0.935	323	17.273392	 0.999941	 0.6	NGC_2509         	                            	120.24776095722	-19.06332584137
120.19434496950	-18.95678071325	5714221651082661632	237.7557569637	  5.8927344576	    0.3759	   -2.657	    0.699	339	13.900959	 0.689401	 0.9	NGC_2509         	                            	120.19435706540	-18.95678372283
120.24311157223	-19.05515549415	5714216394042464896	237.8643293529	  5.8809196646	    0.3463	   -2.744	    0.662	324	11.360840	 1.496120	 0.8	NGC_2509         	                            	120.24312407158	-19.05515834443
120.20616098104	-19.10171798929	5714215088372456448	237.8860256554	  5.8268668467	    0.3610	   -2.804	    0.652	362	13.483308	 0.642991	 0.9	NGC_2509         	                            	120.20617375729	-19.10172079651
120.31123481796	-18.96642350747	5714218863639289728	237.8218828808	  5.9821088112	    0.3127	   -2.666	    0.820	326	17.683926	 1.116760	 0.6	NGC_2509         	                            	120.31124695553	-18.96642703803
120.19456959346	-19.08425147337	5714215913006177408	237.8653032292	  5.8266017503	    0.3663	   -2.634	    0.854	330	14.797317	 0.709689	 1.0	NGC_2509         	Gaia DR2 5714215913006177408	120.19458159385	-19.08425515031
120.19180418277	-19.08084323672	5714215913006177792	237.8610106979	  5.8261432317	    0.4083	   -2.771	    0.641	345	15.240673	 0.762266	 0.8	NGC_2509         	                            	120.19181680706	-19.08084599658
120.21476698430	-19.10785862485	5714215088372454016	237.8955505487	  5.8306150303	    0.3559	   -2.913	    0.569	379	14.510756	 0.635219	 0.4	NGC_2509         	                            	120.21478025769	-19.10786107471
120.21610057660	-19.11026223214	5714215088372454144	237.8982728738	  5.8304400278	    0.2759	   -2.959	    0.854	355	16.402847	 0.948494	 0.3	NGC_2509         	                            	120.21611405979	-19.11026590908
120.30656630126	-19.16605571598	5714202753217462144	237.9908938115	  5.8743474539	    0.2889	   -2.253	    1.643	316	17.393170	 0.750496	 0.1	NGC_2509         	                            	120.30657657091	-19.16606279001
120.27314209883	-19.11010264345	5714215260171103104	237.9263438342	  5.8765403260	    0.4155	   -2.142	    1.374	307	14.264239	 1.203514	 0.2	NGC_2509         	                            	120.27315185921	-19.11010855928
120.08368183950	-19.08574687378	5714213331723824000	237.8118159343	  5.7363138849	    0.4138	   -2.554	    0.754	361	16.442497	 0.852357	 0.7	NGC_2509         	                            	120.08369347552	-19.08575012017
120.20665569121	-19.09156525664	5714215844286696832	237.8775554539	  5.8325494860	    0.3506	   -2.737	    0.760	361	13.824929	 0.737877	 1.0	NGC_2509         	Gaia DR2 5714215844286696832	120.20666816141	-19.09156852886
120.28488146954	-19.12486838959	5714203131183457408	237.9448229228	  5.8783185846	    0.3628	   -2.715	    0.651	320	16.824701	 1.058943	 0.8	NGC_2509         	                            	120.28489384200	-19.12487119251
120.26435930859	-19.10751941405	5714214950933462400	237.9197823493	  5.8708008390	    0.4012	   -3.024	    0.850	327	16.421057	 0.914432	 0.4	NGC_2509         	                            	120.26437308774	-19.10752307377
120.23198397886	-19.06170983113	5714216359682737536	237.8644517492	  5.8685275144	    0.3379	   -2.717	    0.946	353	14.464926	 0.648746	 0.9	NGC_2509         	                            	120.23199635571	-19.06171390419
120.37428448848	-19.14302520135	5714202474043864704	238.0046546585	  5.9409439707	    0.3715	   -2.642	    0.587	307	17.347105	 1.018503	 0.2	NGC_2509         	                            	120.37429652960	-19.14302772871
120.22920618808	-19.13126676490	5714214774830215936	237.9227797323	  5.8300796406	    0.2794	   -2.017	    1.460	327	17.652666	 1.136465	 0.3	NGC_2509         	                            	120.22921538006	-19.13127305101
120.27662534373	-18.99784032564	5714218318187585280	237.8317147095	  5.9378089543	    0.2825	   -2.769	    0.851	352	15.497808	 0.720772	 0.9	NGC_2509         	                            	120.27663795261	-18.99784398967
120.04880416108	-19.15407525400	5714211033923140864	237.8532761180	  5.6726526945	    0.3123	   -2.709	    0.916	311	13.756220	 0.731610	 0.8	NGC_2509         	                            	120.04881650838	-19.15407919789
120.31862094563	-19.16315110399	5714202027367230464	237.9943663251	  5.8855795022	    0.2577	   -2.536	    0.968	326	17.736145	 1.168720	 0.6	NGC_2509         	                            	120.31863250505	-19.16315527177
120.22532509256	-19.06183336368	5714216428402219904	237.8612647950	  5.8630891251	    0.3538	   -2.753	    0.799	330	13.777466	 0.709228	 1.0	NGC_2509         	Gaia DR2 5714216428402219904	120.22533763341	-19.06183680382
120.23828644420	-19.08850523230	5714215225811379456	237.8905679819	  5.8596655538	    0.3626	   -2.733	    0.838	340	14.657678	 0.610143	 1.0	NGC_2509         	Gaia DR2 5714215225811379456	120.23829889595	-19.08850884036
120.30734757986	-18.92573518547	5714221994679569536	237.7850315316	  6.0001595645	    0.2700	   -2.674	    0.741	353	15.205879	 0.708159	 0.6	NGC_2509         	                            	120.30735975088	-18.92573837589
120.23836176234	-19.08612236950	5714215225811378432	237.8885599969	  5.8609667578	    0.3406	   -2.660	    0.668	325	16.319666	 0.920188	 0.7	NGC_2509         	                            	120.23837388132	-19.08612524561
120.27086066098	-19.14635866641	5714203028104262656	237.9563291248	  5.8558178804	    0.3397	   -2.720	    0.716	333	15.359579	 0.698764	 0.9	NGC_2509         	                            	120.27087305784	-19.14636174919
120.23576533151	-18.90517118357	5714222956752259456	237.7319363120	  5.9530439065	    0.4234	   -2.648	    0.637	306	16.292875	 0.837626	 0.7	NGC_2509         	                            	120.23577738271	-18.90517392621
120.21614365589	-19.05945348020	5714216428402224896	237.8546818867	  5.8569174607	    0.3795	   -2.656	    0.876	351	13.921036	 0.592632	 1.0	NGC_2509         	Gaia DR2 5714216428402224896	120.21615575470	-19.05945725187
120.20766471762	-19.06781207873	5714216050445114880	237.8576647893	  5.8457244318	    0.3372	   -2.567	    0.634	362	15.505609	 0.737534	 0.6	NGC_2509         	                            	120.20767641160	-19.06781480845
120.34934630914	-19.16532635987	5714202336604881920	238.0114398011	  5.9092145897	    0.4419	   -2.307	    1.099	290	17.640308	 0.956379	 0.3	NGC_2509         	                            	120.34935682489	-19.16533109168
120.18880464038	-19.10312476512	5714215809926972672	237.8786548709	  5.8121295036	    0.3784	   -2.660	    0.806	335	12.829320	 1.250024	 1.0	NGC_2509         	Gaia DR2 5714215809926972672	120.18881676061	-19.10312823540
120.27743594120	-18.94508321363	5714221857240628480	237.7868286932	  5.9659302840	    0.3833	   -2.811	    0.693	318	15.896663	 0.758387	 0.6	NGC_2509         	                            	120.27744873728	-18.94508619738
120.05363598647	-19.12334116921	5714212614471101440	237.8292699773	  5.6925216765	    0.2514	   -2.288	    1.009	329	17.256360	 0.817879	 0.1	NGC_2509         	                            	120.05364641296	-19.12334551352
120.25622965298	-19.12785490356	5714214847854263424	237.9332136213	  5.8536539106	    0.3225	   -2.795	    0.729	315	15.979835	 0.906724	 0.9	NGC_2509         	                            	120.25624239024	-19.12785804231
120.28083875797	-18.91928968387	5714222063399053184	237.7663705006	  5.9821062675	    0.3661	   -2.148	    1.096	304	15.832546	 0.641564	 0.1	NGC_2509         	                            	120.28084853447	-18.91929440276
120.08620763368	-19.19011503824	5714207735388551936	237.9026696471	  5.6841053900	    0.3541	   -2.676	    0.711	301	14.655116	 0.620319	 0.6	NGC_2509         	                            	120.08621983324	-19.19011809949
120.25990826348	-18.89451152794	5714223094191205504	237.7347346669	  5.9780959894	    0.2639	   -2.324	    1.160	311	12.818312	 0.085155	 0.2	NGC_2509         	                            	120.25991883946	-18.89451652238
120.24200210106	-19.10736762332	5714215122732171392	237.9085947905	  5.8528438772	    0.2720	   -2.526	    0.630	310	17.912457	 0.909201	 0.5	NGC_2509         	                            	120.24201361101	-19.10737033582
120.23360824097	-18.86088313569	5714223369069113728	237.6928408749	  5.9743428053	    0.4374	   -2.872	    0.909	316	17.370506	 1.028654	 0.3	NGC_2509         	                            	120.23362130815	-18.86088704944
120.30520538395	-19.21351775524	5714201584995259520	238.0309427347	  5.8485190134	    0.3432	   -2.630	    1.194	356	15.389055	 0.756956	 0.3	NGC_2509         	                            	120.30521737551	-19.21352289607
120.29882307447	-18.96784853913	5714218833583650304	237.8169598235	  5.9713461855	    0.3485	   -2.643	    0.677	323	12.887438	 1.219470	 0.9	NGC_2509         	                            	120.29883510743	-18.96785145399
120.08653179819	-19.18507952705	5714207804108026240	237.8985066570	  5.6869845757	    0.4303	   -2.766	    0.883	266	16.341532	 0.851058	 0.7	NGC_2509         	                            	120.08654440766	-19.18508332886
120.27923544181	-18.93877854988	5714221891600365440	237.7823073288	  5.9706656883	    0.2518	   -2.700	    0.662	306	17.421576	 1.141073	 0.5	NGC_2509         	                            	120.27924773214	-18.93878140016
120.16806058279	-19.07044039415	5714216183582130688	237.8403462168	  5.8123906922	    0.3380	   -2.738	    0.780	351	15.192215	 0.656286	 1.0	NGC_2509         	Gaia DR2 5714216183582130688	120.16807305596	-19.07044375248
120.05193301099	-19.06295482654	5714214156357569920	237.7765753768	  5.7225190456	    0.3520	   -3.128	    0.995	349	16.317245	 0.732997	 0.1	NGC_2509         	                            	120.05194726019	-19.06295911057
120.23702121045	-19.09379884729	5714215157091906304	237.8944858354	  5.8558890165	    0.3803	   -2.663	    0.793	349	14.804150	 0.635580	 1.0	NGC_2509         	Gaia DR2 5714215157091906304	120.23703334366	-19.09380226160
120.09216970031	-19.20276897863	5714207735388553728	237.9164742411	  5.6823369519	    0.4112	   -2.652	    0.666	278	15.261704	 0.677721	 0.7	NGC_2509         	                            	120.09218179139	-19.20277184613
120.21964949223	-18.86589779778	5714223334709379456	237.6902381225	  5.9604530664	    0.4224	   -2.730	    0.740	298	17.456350	 1.071266	 0.5	NGC_2509         	                            	120.21966191370	-18.86590098389
120.24052232683	-19.11876106973	5714214916573748864	237.9176416098	  5.8457185216	    0.3355	   -2.715	    0.645	321	14.985271	 0.651978	 0.7	NGC_2509         	                            	120.24053469883	-19.11876384681
120.16548521665	-19.06395588080	5714216183582132864	237.8335066806	  5.8136846136	    0.4433	   -2.492	    0.870	341	17.950489	 1.183180	 0.6	NGC_2509         	                            	120.16549656870	-19.06395962663
120.06967816265	-19.18180562782	5714208010266467968	237.8873813011	  5.6750877971	    0.3778	   -2.850	    1.309	289	17.517101	 1.058269	 0.1	NGC_2509         	                            	120.06969115480	-19.18181126379
120.20604639015	-19.06498110210	5714216050445114624	237.8544345716	  5.8458914036	    0.3598	   -2.729	    0.747	354	12.751224	 1.160788	 1.0	NGC_2509         	Gaia DR2 5714216050445114624	120.20605882191	-19.06498431835
120.29763890706	-19.00464115918	5714218146388888704	237.8479541245	  5.9512298804	    0.2540	   -2.531	    0.793	360	17.397387	 1.050907	 0.5	NGC_2509         	                            	120.29765043266	-19.00464457349
120.21229829193	-19.07297035347	5714216050445113600	237.8643834537	  5.8467797677	    0.4008	   -2.596	    0.755	343	14.287030	 0.653596	 1.0	NGC_2509         	Gaia DR2 5714216050445113600	120.21231011839	-19.07297360416
120.27519059065	-19.15303118039	5714202925025047680	237.9641966080	  5.8558342951	    0.3646	   -2.765	    0.676	342	14.198647	 0.649386	 0.9	NGC_2509         	                            	120.27520319311	-19.15303409095
120.23288354591	-19.07919432782	5714215225811379072	237.8799044070	  5.8601526355	    0.3691	   -2.721	    0.733	350	14.614712	 0.682463	 1.0	NGC_2509         	Gaia DR2 5714215225811379072	120.23289594229	-19.07919748379
120.20534033449	-19.06486839925	5714216050436354816	237.8539887659	  5.8453801823	    0.2647	   -2.714	    1.122	306	16.332281	 0.850492	 0.4	NGC_2509         	                            	120.20535269791	-19.06487323008
120.21592475406	-19.08845864977	5714215947365904128	237.8794710929	  5.8416459120	    0.2478	   -2.563	    0.947	354	17.928705	 1.291950	 0.4	NGC_2509         	                            	120.21593643127	-19.08846272713
120.29788506702	-19.05140604837	5714217180012013696	237.8882130496	  5.9270724616	    0.3457	   -2.832	    0.793	340	17.463210	 1.187506	 0.6	NGC_2509         	                            	120.29789796693	-19.05140946268
120.26243834825	-18.97310249082	5714218489986276480	237.8034579232	  5.9392336910	    0.3155	   -2.620	   -0.180	309	17.486666	 0.995659	 0.2	NGC_2509         	                            	120.26245027687	-18.97310171582
120.05640389138	-19.08034004681	5714213022486184192	237.7937109270	  5.7170977897	    0.3271	   -2.794	    0.544	336	16.571460	 0.906542	 0.4	NGC_2509         	                            	120.05641662042	-19.08034238903
120.21990444407	-19.09756902141	5714215191451661440	237.8892584582	  5.8401156358	    0.3283	   -2.680	    0.792	340	12.925807	 1.232010	 1.0	NGC_2509         	Gaia DR2 5714215191451661440	120.21991665501	-19.09757243141
120.37307766588	-18.96544237435	5714217974590175872	237.8516792135	  6.0325411587	    0.4145	   -2.870	    0.601	335	14.534644	 0.620291	 0.5	NGC_2509         	                            	120.37309073213	-18.96544496199
120.22103784772	-19.09801286748	5714215191451660928	237.8901997763	  5.8407991449	    0.3343	   -2.588	    0.811	386	14.086918	 0.637713	 0.9	NGC_2509         	                            	120.22104963952	-19.09801635929
120.25067002516	-18.96062469182	5714221513643254016	237.7869220228	  5.9362255760	    0.3705	   -2.759	    0.752	374	13.423555	 0.773385	 1.0	NGC_2509         	Gaia DR2 5714221513643254016	120.25068258570	-18.96062792960
120.21174077757	-19.09098972776	5714215947365908352	237.8795752155	  5.8369524198	    0.3484	   -2.723	    0.818	365	13.085296	 1.226483	 0.9	NGC_2509         	                            	120.21175318394	-19.09099324970
120.20273033917	-19.07551148460	5714216016085384576	237.8618346426	  5.8377355743	    0.3552	   -2.571	    0.827	363	15.452087	 0.701629	 0.9	NGC_2509         	                            	120.20274205192	-19.07551504529
120.20200809124	-19.07409374946	5714216016085384448	237.8602606128	  5.8378903826	    0.3742	   -2.634	    0.750	376	15.354837	 0.763892	 1.0	NGC_2509         	Gaia DR2 5714216016085384448	120.20202009089	-19.07409697863
120.25017346127	-18.96510589168	5714221444923778944	237.7905233188	  5.9334922604	    0.3949	   -2.676	    0.752	351	15.862341	 0.756549	 1.0	NGC_2509         	Gaia DR2 5714221444923778944	120.25018564427	-18.96510912946
120.20464419210	-19.07698658396	5714216016085383424	237.8640469714	  5.8385125854	    0.3645	   -2.737	    0.746	361	15.073490	 0.738134	 0.8	NGC_2509         	                            	120.20465666121	-19.07698979590
120.27792227634	-19.04481685599	5714215775567152640	237.8726779082	  5.9143952639	    0.3598	   -2.717	    0.759	355	14.919792	 0.650021	 1.0	NGC_2509         	Gaia DR2 5714215775567152640	120.27793465193	-19.04482012391
120.20516472692	-18.90469416082	5714222853673053952	237.7163849693	  5.9285679487	    0.4026	   -2.689	    0.751	314	16.547560	 0.906582	 0.9	NGC_2509         	                            	120.20517696468	-18.90469739429
120.26811063167	-18.96211617350	5714221474979412736	237.7968343178	  5.9495328752	    0.3585	   -2.718	    0.692	345	14.717807	 0.636481	 0.9	NGC_2509         	                            	120.26812300566	-18.96211915294
120.26287106761	-19.00405280401	5714218283827852672	237.8302402660	  5.9234712339	    0.3924	   -2.774	    0.761	344	17.364267	 1.061201	 0.8	NGC_2509         	                            	120.26288369973	-19.00405608054
120.18460562137	-19.01301530588	5714219726936891136	237.7992231765	  5.8556181097	    0.4510	   -2.653	    0.729	360	16.808279	 1.005648	 0.9	NGC_2509         	                            	120.18461770314	-19.01301844463
120.17008538466	-18.98699166587	5714220036174536064	237.7697016412	  5.8574271013	    0.3933	   -2.839	    0.707	326	16.905450	 0.953310	 0.8	NGC_2509         	                            	120.17009831145	-18.98699470990
120.20587664662	-19.03908613157	5714216703279913344	237.8321214612	  5.8592284604	    0.3975	   -2.621	    0.716	378	14.353415	 0.613130	 1.0	NGC_2509         	Gaia DR2 5714216703279913344	120.20588858453	-19.03908921435
120.20863838144	-19.05633282980	5714216256603317760	237.8482922030	  5.8524836475	    0.4389	   -2.598	    0.791	355	14.741064	 0.603050	 0.9	NGC_2509         	                            	120.20865021582	-19.05633623549
120.18470626403	-19.01663754168	5714219726936892288	237.8023827747	  5.8538152061	    0.3494	   -3.018	    1.466	357	16.284866	 0.753748	 0.3	NGC_2509         	                            	120.18472000831	-19.01664385362
120.20618760099	-19.05309219628	5714216256603318016	237.8442986522	  5.8521917192	    0.3694	   -2.652	    1.269	398	13.546103	 0.731930	 0.3	NGC_2509         	                            	120.20619968111	-19.05309766003
120.18437165300	-19.18416199873	5714208658799247744	237.9460215707	  5.7663859265	    0.4389	   -2.751	    0.713	305	15.902756	 0.801742	 0.8	NGC_2509         	                            	120.18438419402	-19.18416506859
120.31363074097	-19.00095190345	5714218180748805888	237.8527055505	  5.9660589729	    0.4040	   -2.555	    0.503	356	16.340206	 0.842674	 0.5	NGC_2509         	                            	120.31364237560	-19.00095406914
120.20982992097	-19.05497441741	5714216256603316736	237.8477152329	  5.8541522639	    0.3832	   -2.679	    0.764	378	14.826331	 0.718307	 1.0	NGC_2509         	Gaia DR2 5714216256603316736	120.20984212422	-19.05497770685
120.32176730349	-19.10031656908	5714203577850983552	237.9420079665	  5.9208586080	    0.3465	   -1.744	    0.911	330	16.854969	 0.941855	 0.1	NGC_2509         	                            	120.32177524985	-19.10032049144
120.23855931978	-19.20213611360	5714196671552709504	237.9882227277	  5.8007249219	    0.3708	   -2.660	    0.817	281	13.924550	 0.661680	 1.0	NGC_2509         	Gaia DR2 5714196671552709504	120.23857144728	-19.20213963124
120.20478983765	-19.04500862406	5714216634560438272	237.8366682988	  5.8552695576	    0.3235	   -2.723	    0.870	365	15.939734	 0.794173	 1.0	NGC_2509         	Gaia DR2 5714216634560438272	120.20480224058	-19.04501236989
120.19670162759	-19.03357488074	5714216703279915264	237.8228539302	  5.8546890252	    0.3614	   -2.691	    0.759	348	14.713646	 0.633208	 0.9	NGC_2509         	                            	120.19671388392	-19.03357814866
120.18288202189	-19.12578892344	5714209178497479552	237.8951827033	  5.7955583128	    0.4385	   -2.823	    0.658	313	16.383034	 0.954590	 0.9	NGC_2509         	                            	120.18289488659	-19.12579175650
120.15405991182	-18.97464377664	5714220792088783488	237.7511777650	  5.8509037801	    0.3293	   -2.898	    0.755	318	16.528793	 0.893415	 0.9	NGC_2509         	                            	120.15407310627	-18.97464702733
120.19544766459	-19.04287047643	5714216325322796928	237.8302140812	  5.8488405645	    0.4397	   -2.642	    0.580	363	16.375370	 0.833266	 0.6	NGC_2509         	                            	120.19545969842	-19.04287297365
120.16592670660	-19.09887188045	5714210003131200128	237.8636994565	  5.7958794921	    0.4064	   -2.876	    1.288	296	13.608735	 0.671654	 0.4	NGC_2509         	                            	120.16593981069	-19.09887742601
120.19299863093	-19.05741260382	5714216256593408128	237.8414873308	  5.8392978347	    0.4107	   -2.618	    0.830	369	14.837805	 0.701836	 1.0	NGC_2509         	Gaia DR2 5714216256593408128	120.19301055649	-19.05741617743
120.20317399707	-19.05099065568	5714216256603318784	237.8410046751	  5.8508526648	    0.4401	   -2.731	    0.823	381	14.111356	 0.610577	 1.0	NGC_2509         	Gaia DR2 5714216256603318784	120.20318643689	-19.05099419915
120.20464811377	-19.05283186425	5714216256603319040	237.8433140443	  5.8510845345	    0.3566	   -2.693	    0.837	394	15.042442	 0.677798	 1.0	NGC_2509         	Gaia DR2 5714216256603319040	120.20466038064	-19.05283546800
120.17503252310	-19.00993013816	5714219933095325056	237.7918420052	  5.8494925757	    0.3674	   -2.717	    0.832	313	14.297980	 0.621195	 1.0	NGC_2509         	Gaia DR2 5714219933095325056	120.17504489609	-19.00993372038
120.20634188117	-19.05497116887	5714216256603318528	237.8459879008	  5.8513385457	    0.3965	   -2.713	    0.744	386	14.622535	 0.608111	 1.0	NGC_2509         	Gaia DR2 5714216256603318528	120.20635423930	-19.05497437220
120.18513930927	-19.03089123812	5714219658217419520	237.8148340443	  5.8467503569	    0.3915	   -2.735	    0.693	376	13.907525	 0.654674	 1.0	NGC_2509         	Gaia DR2 5714219658217419520	120.18515176580	-19.03089422187
120.32123971279	-19.10108761117	5714203577860028288	237.9424084414	  5.9200313364	    0.4771	   -1.973	    1.137	334	13.578933	 0.569115	 0.2	NGC_2509         	                            	120.32124870261	-19.10109250659
120.19650768612	-19.04963846082	5714216325322798208	237.8365482116	  5.8461750739	    0.3551	   -2.697	    0.822	378	14.082199	 0.650187	 1.0	NGC_2509         	Gaia DR2 5714216325322798208	120.19651997097	-19.04964199999
120.20123176331	-19.05684288759	5714216256603321344	237.8450682680	  5.8462399070	    0.3723	   -2.643	    0.650	368	15.608752	 0.701181	 1.0	NGC_2509         	Gaia DR2 5714216256603321344	120.20124380271	-19.05684568620
120.18812761950	-19.06482762616	5714216217943548544	237.8454450756	  5.8315082924	    0.3887	   -2.618	    0.789	375	16.646587	 1.033344	 0.9	NGC_2509         	                            	120.18813954560	-19.06483102324
120.19591302612	-19.04892549881	5714216325322798464	237.8356421863	  5.8460659837	    0.3343	   -2.846	    0.483	370	17.332110	 0.969164	 0.6	NGC_2509         	                            	120.19592598961	-19.04892757839
120.20241269077	-19.05636976971	5714216256603320960	237.8452459462	  5.8474392902	    0.3397	   -2.766	    0.767	405	15.607566	 0.796510	 1.0	NGC_2509         	Gaia DR2 5714216256603320960	120.20242529043	-19.05637307207
120.20042419686	-19.05457812970	5714216256603321216	237.8427248677	  5.8467664349	    0.2836	   -2.772	    0.728	389	12.812481	 1.137325	 1.0	NGC_2509         	Gaia DR2 5714216256603321216	120.20043682371	-19.05458126414
120.31981028473	-19.02096631829	5714217321755349888	237.8729430523	  5.9606206303	    0.4549	   -2.637	    0.596	370	16.781914	 0.897867	 0.5	NGC_2509         	                            	120.31982229420	-19.02096888440
120.18833285039	-19.03713428859	5714219280260297984	237.8217724236	  5.8460809941	    0.3960	   -2.721	    0.723	353	14.456098	 0.660224	 1.0	NGC_2509         	Gaia DR2 5714219280260297984	120.18834524363	-19.03713740151
120.20317380498	-19.05695482486	5714216256603320704	237.8461244586	  5.8477492194	    0.3420	   -2.725	    0.745	378	14.456305	 0.590622	 1.0	NGC_2509         	Gaia DR2 5714216256603320704	120.20318621792	-19.05695803250
120.19612126905	-19.05746879256	5714216256603324032	237.8430791767	  5.8417891650	    0.4171	   -2.757	    0.646	350	16.007357	 0.888950	 0.9	NGC_2509         	                            	120.19613382779	-19.05747157395
120.20241638709	-19.06595142471	5714216050444893312	237.8534729509	  5.8424566757	    0.3506	   -2.779	    0.750	334	12.945446	 1.152881	 1.0	NGC_2509         	Gaia DR2 5714216050444893312	120.20242904670	-19.06595465388
120.13571130869	-19.07331496317	5714213232946368768	237.8268322947	  5.7847818818	    0.2984	   -2.681	    0.887	342	16.219772	 0.832491	 0.9	NGC_2509         	                            	120.13572352240	-19.07331878220
120.18691979967	-19.04094118464	5714216325322800128	237.8243421247	  5.8429598087	    0.3726	   -2.765	    0.801	348	13.049665	 1.206775	 1.0	NGC_2509         	Gaia DR2 5714216325322800128	120.18693239360	-19.04094463339
120.19264863702	-19.05110628044	5714216325322800512	237.8359005819	  5.8422962713	    0.3072	   -2.794	    1.129	309	15.341930	 0.705731	 0.6	NGC_2509         	                            	120.19266136382	-19.05111114141
120.11231310724	-19.04332731218	5714219452059014784	237.7895282954	  5.7814799449	    0.2765	   -2.741	    0.956	379	17.097149	 0.970242	 0.7	NGC_2509         	                            	120.11232559204	-19.04333142829
120.20272217961	-19.06078587168	5714216256603322368	237.8491898795	  5.8453912887	    0.4041	   -2.720	    0.881	383	14.217238	 0.613383	 1.0	NGC_2509         	Gaia DR2 5714216256603322368	120.20273457006	-19.06078966487
120.05447630885	-19.19692103131	5714207868525236864	237.8928603833	  5.6549662471	    0.2557	   -2.711	    1.711	312	16.497622	 0.780865	 0.1	NGC_2509         	                            	120.05448866848	-19.19692839812
120.07819366795	-18.98512022525	5714220585930379648	237.7226945305	  5.7841680676	    0.3043	   -2.270	    0.688	341	14.906110	 0.465096	 0.1	NGC_2509         	                            	120.07820400380	-18.98512318747
120.20201212315	-19.06080220814	5714216256603322624	237.8488528735	  5.8448096689	    0.2753	   -2.751	    0.546	321	16.606420	 0.846538	 0.5	NGC_2509         	                            	120.20202465481	-19.06080455897
